rec_survey_id	role	recommender_id	familiar_with_movie	knowledgeable	age_group	gender	race	degree	job	marital_status	political_view	religion	seeker_id	date
second_batch_37	RECOMMENDER	user_1187	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Mormon	user_986	2020-02-27 09:30:12.938401
second_batch_38	RECOMMENDER	user_1188	Strongly agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1189	2020-02-27 09:55:29.877042
second_batch_39	RECOMMENDER	user_1190	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Divorced	Moderate	Mormon	user_1191	2020-02-27 10:05:35.248774
second_batch_40	RECOMMENDER	user_1192	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1193	2020-02-27 11:34:00.525761
second_batch_41	RECOMMENDER	user_1192	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1194	2020-02-27 12:08:14.445370
second_batch_42	RECOMMENDER	user_1195	Strongly agree	Strongly agree	45 - 54	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1196	2020-02-27 13:03:16.889732
second_batch_43	RECOMMENDER	user_1197	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Employed	Divorced	Moderate	Protestant	user_1198	2020-02-27 14:30:51.512631
second_batch_44	RECOMMENDER	user_1199	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Roman Catholic	user_1200	2020-02-27 14:35:17.678814
second_batch_45	RECOMMENDER	user_1201	Agree	Agree	18 - 24	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_1202	2020-02-27 16:44:08.311752
second_batch_47	RECOMMENDER	user_1203	Agree	Agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Atheist	user_1204	2020-02-27 19:10:47.118652
second_batch_48	RECOMMENDER	user_1205	Strongly agree	Strongly agree	25 - 34	Female	East Asian	Bachelor/4-year Degree	Non-university student	Married	Liberal	Other	user_1206	2020-02-27 19:37:15.027834
second_batch_49	RECOMMENDER	user_1207	Agree	Agree	25 - 34	Male	Caucasian	Master	Employed	Never been married	Conservative	Roman Catholic	user_1208	2020-02-27 22:37:49.159278
second_batch_50	RECOMMENDER	user_1209	Strongly agree	Strongly agree	25 - 34	Male	Other	High School/GED	Employed	Married	Conservative	Other	user_1210	2020-02-27 23:32:38.336218
second_batch_51	RECOMMENDER	user_1192	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1211	2020-02-28 01:29:55.184625
second_batch_52	RECOMMENDER	user_1212	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Vocational Training	Employed	Never been married	Liberal	Hindu	user_1213	2020-02-28 04:39:07.819802
second_batch_53	RECOMMENDER	user_1214	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Living with partner	Conservative	Hindu	user_1215	2020-02-28 05:16:14.147069
second_batch_54	RECOMMENDER	user_1216	Strongly agree	Strongly agree	25 - 34	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Conservative	Other	user_1214	2020-02-28 06:25:26.379121
second_batch_55	RECOMMENDER	user_1217	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Other	user_1218	2020-02-28 07:12:03.682379
second_batch_56	RECOMMENDER	user_1219	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1220	2020-02-28 09:42:08.506257
second_batch_57	RECOMMENDER	user_1221	Agree	Agree	45 - 54	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1222	2020-02-28 22:37:37.421241
second_batch_58	RECOMMENDER	user_1130	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	"Professional Postgraduate Degree (Medical	 Law	 etc)"	Employed	Living with partner	Moderate	Roman Catholic	user_1223	2020-02-29 01:23:55.570447
second_batch_59	RECOMMENDER	user_1224	Strongly agree	Strongly agree	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Other	user_1225	2020-02-29 11:28:55.914175
second_batch_60	RECOMMENDER	user_1226	Strongly agree	Strongly agree	35 - 44	Male	Hispanic/Latino	Vocational Training	Employed	Divorced	Moderate	Roman Catholic	user_1227	2020-02-29 13:20:07.169707
second_batch_61	RECOMMENDER	user_1228	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Associate Degree	University Student	Never been married	Liberal	Roman Catholic	user_1229	2020-02-29 22:23:02.974875
second_batch_62	RECOMMENDER	user_1230	Agree	Agree	45 - 54	Female	Other	Associate Degree	Employed	Divorced	Moderate	Protestant	user_1231	2020-03-01 04:02:45.940784
second_batch_63	RECOMMENDER	user_1232	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1233	2020-03-01 08:51:56.940386
second_batch_64	RECOMMENDER	user_1234	Strongly agree	Strongly agree	35 - 44	Female	African	High School/GED	Employed	Married	Liberal	Atheist	user_1235	2020-03-01 09:50:15.855751
second_batch_65	RECOMMENDER	user_1236	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1237	2020-03-01 11:27:48.501709
second_batch_66	RECOMMENDER	user_1112	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Moderate	Protestant	user_1238	2020-03-01 16:36:43.631307
second_batch_67	RECOMMENDER	user_1239	Agree	Agree	35 - 44	Female	Caucasian	Master	Employed	Married	Liberal	Other	user_1112	2020-03-01 17:11:28.310199
second_batch_68	RECOMMENDER	user_1240	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Protestant	user_1241	2020-03-01 19:00:04.484817
second_batch_69	RECOMMENDER	user_1242	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Atheist	user_1243	2020-03-02 15:08:28.960029
second_batch_70	RECOMMENDER	user_1244	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Vocational Training	Homemaker	Married	Conservative	Protestant	user_1245	2020-03-02 15:31:53.942917
second_batch_71	RECOMMENDER	user_1246	Strongly agree	Strongly agree	18 - 24	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1247	2020-03-02 16:01:02.620429
second_batch_73	RECOMMENDER	user_1248	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Conservative	Other	user_1249	2020-03-02 16:35:25.342457
second_batch_74	RECOMMENDER	user_1250	Agree	Agree	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1251	2020-03-02 17:45:31.296341
second_batch_76	RECOMMENDER	user_1252	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1253	2020-03-03 05:40:12.252761
second_batch_77	RECOMMENDER	user_1254	Agree	Agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Conservative	Roman Catholic	user_1255	2020-03-03 15:07:59.520255
second_batch_78	RECOMMENDER	user_1256	Agree	Agree	35 - 44	Female	Caucasian	Associate Degree	Employed	Never been married	Liberal	Other	user_1257	2020-03-04 18:58:42.250410
second_batch_79	RECOMMENDER	user_1258	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	University Student	Married	Moderate	Protestant	user_1259	2020-03-04 19:27:10.202988
second_batch_80	RECOMMENDER	user_1260	Strongly agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1255	2020-03-04 19:36:43.244053
second_batch_81	RECOMMENDER	user_1261	Strongly agree	Strongly agree	25 - 34	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1262	2020-03-04 21:17:26.828768
second_batch_82	RECOMMENDER	user_1263	Agree	Agree	25 - 34	Female	Caucasian	No Degree	University Student	Living with partner	Moderate	Protestant	user_1245	2020-03-05 07:20:44.083434
second_batch_83	RECOMMENDER	user_1264	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_1265	2020-03-05 07:54:26.117476
second_batch_84	RECOMMENDER	user_1266	Strongly disagree	Strongly disagree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Protestant	user_1267	2020-03-05 07:56:01.399654
second_batch_85	RECOMMENDER	user_1268	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Associate Degree	Homemaker	Living with partner	Moderate	Roman Catholic	user_1269	2020-03-05 08:34:18.463014
second_batch_86	RECOMMENDER	user_1270	Strongly agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Atheist	user_402	2020-03-05 09:33:51.816049
second_batch_87	RECOMMENDER	user_1271	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Associate Degree	University Student	Never been married	Liberal	Roman Catholic	user_1272	2020-03-05 10:20:01.031078
second_batch_88	RECOMMENDER	user_1273	Strongly agree	Strongly agree	25 - 34	Female	South Asian	Master	Employed	Married	Liberal	Hindu	user_377	2020-03-05 10:24:12.720616
second_batch_89	RECOMMENDER	user_502	Strongly agree	Strongly agree	45 - 54	Male	Other	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_1274	2020-03-05 10:57:18.303251
second_batch_90	RECOMMENDER	user_1275	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_1276	2020-03-05 11:24:34.913491
second_batch_91	RECOMMENDER	user_1277	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Protestant	user_1159	2020-03-05 14:37:30.035338
second_batch_92	RECOMMENDER	user_1278	Agree	Agree	25 - 34	Female	Caucasian	Associate Degree	Homemaker	Married	Moderate	Protestant	user_1279	2020-03-05 17:02:54.085859
second_batch_93	RECOMMENDER	user_1280	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Jewish	user_1281	2020-03-05 19:42:46.268952
second_batch_94	RECOMMENDER	user_1282	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Master	Retired	Married	Conservative	Protestant	user_1283	2020-03-05 21:49:51.912865
second_batch_95	RECOMMENDER	user_1284	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Associate Degree	Employed	Widowed	Conservative	Other	user_1285	2020-03-06 06:22:45.462226
second_batch_96	RECOMMENDER	user_1286	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Orthodox	user_1287	2020-03-06 06:24:04.284516
second_batch_97	RECOMMENDER	user_1288	Strongly agree	Agree	45 - 54	Female	Caucasian	Vocational Training	Employed	Divorced	Conservative	Protestant	user_1289	2020-03-06 06:41:49.788418
second_batch_98	RECOMMENDER	user_1290	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1291	2020-03-06 07:16:24.772812
second_batch_99	RECOMMENDER	user_1292	Agree	Strongly agree	25 - 34	Male	African	High School/GED	Employed	Never been married	Conservative	Jewish	user_1293	2020-03-06 07:16:52.914070
second_batch_100	RECOMMENDER	user_1294	Agree	Agree	35 - 44	Female	Caucasian	Doctorate	Employed	Married	Liberal	Orthodox	user_1295	2020-03-06 07:26:06.651372
second_batch_101	RECOMMENDER	user_1290	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1296	2020-03-06 07:49:01.278121
second_batch_102	RECOMMENDER	user_1297	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Roman Catholic	user_1298	2020-03-06 10:34:47.142932
second_batch_103	RECOMMENDER	user_1299	Strongly agree	Strongly agree	18 - 24	Male	Hispanic/Latino	High School/GED	Employed	Never been married	Liberal	Protestant	user_1300	2020-03-06 12:54:37.492441
second_batch_104	RECOMMENDER	user_1301	Agree	Agree	35 - 44	Female	Caucasian	"Professional Postgraduate Degree (Medical	 Law	 etc)"	Employed	Married	Liberal	Mormon	user_1302	2020-03-06 13:05:35.000014
second_batch_105	RECOMMENDER	user_1303	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Other	user_1304	2020-03-06 16:13:34.390209
second_batch_106	RECOMMENDER	user_1303	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_1305	2020-03-06 16:29:32.476937
second_batch_107	RECOMMENDER	user_1306	Strongly agree	Strongly agree	45 - 54	Male	East Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Roman Catholic	user_1307	2020-03-06 17:01:28.375173
second_batch_108	RECOMMENDER	user_1277	Agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Conservative	Protestant	user_901	2020-03-06 17:17:57.178703
second_batch_109	RECOMMENDER	user_1256	Agree	Agree	35 - 44	Female	Caucasian	Associate Degree	Employed	Never been married	Liberal	Other	user_1308	2020-03-06 20:41:43.042363
second_batch_110	RECOMMENDER	user_1309	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Female	Caucasian	Associate Degree	Employed	Married	Moderate	Protestant	user_1310	2020-03-07 05:13:48.955462
second_batch_111	RECOMMENDER	user_1311	Agree	Agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Roman Catholic	user_1312	2020-03-07 06:47:52.968104
second_batch_113	RECOMMENDER	user_1313	Strongly agree	Strongly agree	18 - 24	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Liberal	Roman Catholic	user_1314	2020-03-07 09:17:38.387788
second_batch_114	RECOMMENDER	user_1303	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_1315	2020-03-07 13:48:59.086686
second_batch_115	RECOMMENDER	user_1280	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Liberal	Jewish	user_1316	2020-03-07 14:10:29.838669
second_batch_116	RECOMMENDER	user_1317	Strongly agree	Strongly agree	25 - 34	Female	East Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Atheist	user_1318	2020-03-07 15:42:37.954057
second_batch_117	RECOMMENDER	user_1285	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1319	2020-03-08 12:04:50.837154
second_batch_118	RECOMMENDER	user_1320	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1321	2020-03-08 12:24:38.537567
second_batch_119	RECOMMENDER	user_1303	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_1322	2020-03-08 13:46:50.724816
second_batch_120	RECOMMENDER	user_1323	Agree	Agree	25 - 34	Female	East Asian	Master	Employed	Living with partner	Moderate	Other	user_1105	2020-03-08 16:13:47.819464
second_batch_121	RECOMMENDER	user_1324	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Conservative	Other	user_1325	2020-03-08 16:43:06.940451
second_batch_122	RECOMMENDER	user_1326	Agree	Agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1327	2020-03-08 17:12:29.725916
second_batch_123	RECOMMENDER	user_1328	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_1329	2020-03-08 18:45:07.820672
second_batch_124	RECOMMENDER	user_1330	Strongly agree	Strongly agree	18 - 24	Female	African	Bachelor/4-year Degree	University Student	Never been married	Liberal	Other	user_1331	2020-03-08 19:45:28.228143
second_batch_125	RECOMMENDER	user_1332	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Jewish	user_1333	2020-03-08 21:42:32.052925
second_batch_126	RECOMMENDER	user_1334	Agree	Agree	25 - 34	Male	East Asian	Master	Employed	Living with partner	Moderate	Atheist	user_1335	2020-03-09 00:12:24.029349
second_batch_127	RECOMMENDER	user_1336	Neither agree nor disagree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Other	user_1337	2020-03-09 01:13:03.654052
second_batch_128	RECOMMENDER	user_1338	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Buddhist	user_1040	2020-03-09 07:16:06.180945
second_batch_129	RECOMMENDER	user_1339	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_609	2020-03-09 08:59:13.483120
second_batch_130	RECOMMENDER	user_1340	Agree	Agree	25 - 34	Male	East Asian	Bachelor/4-year Degree	Employed	Married	Liberal	Jewish	user_1341	2020-03-09 10:17:47.798809
second_batch_131	RECOMMENDER	user_1342	Strongly agree	Agree	25 - 34	Female	African	Associate Degree	Employed	Never been married	Liberal	Protestant	user_1343	2020-03-09 10:24:37.039314
second_batch_132	RECOMMENDER	user_1344	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1345	2020-03-09 12:05:06.157957
second_batch_133	RECOMMENDER	user_1303	Agree	Agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_93	2020-03-09 14:01:32.494191
second_batch_134	RECOMMENDER	user_1346	Strongly agree	Strongly agree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1347	2020-03-09 14:59:42.024584
second_batch_135	RECOMMENDER	user_1348	Strongly agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Conservative	Protestant	user_1349	2020-03-09 15:06:30.533893
second_batch_136	RECOMMENDER	user_1350	Agree	Agree	55 - 74	Male	Caucasian	Bachelor/4-year Degree	Retired	Living with partner	Conservative	Protestant	user_1351	2020-03-09 15:47:11.055420
second_batch_137	RECOMMENDER	user_1352	Strongly agree	Strongly agree	25 - 34	Female	African	Associate Degree	Employed	Never been married	Liberal	Protestant	user_1353	2020-03-09 16:49:18.108975
second_batch_138	RECOMMENDER	user_1354	Agree	Agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Other	user_1355	2020-03-09 18:22:49.620340
second_batch_139	RECOMMENDER	user_1356	Strongly agree	Agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Protestant	user_1303	2020-03-09 19:03:07.629938
second_batch_140	RECOMMENDER	user_1357	Strongly agree	Strongly agree	25 - 34	Male	African	Bachelor/4-year Degree	Non-university student	Never been married	Liberal	Other	user_1358	2020-03-10 03:36:58.243942
second_batch_141	RECOMMENDER	user_1285	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_452	2020-03-10 08:45:12.893563
second_batch_142	RECOMMENDER	user_1359	Agree	Agree	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1360	2020-03-10 11:48:48.174906
second_batch_143	RECOMMENDER	user_1361	Strongly agree	Strongly agree	35 - 44	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_1362	2020-03-10 17:44:07.372306
second_batch_145	RECOMMENDER	user_1363	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1364	2020-03-11 00:09:55.146440
second_batch_146	RECOMMENDER	user_1365	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Living with partner	Moderate	Other	user_1366	2020-03-11 07:56:30.406709
second_batch_147	RECOMMENDER	user_1367	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Married	Liberal	Atheist	user_1368	2020-03-11 09:58:18.861381
second_batch_148	RECOMMENDER	user_1369	Agree	Agree	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Moderate	Protestant	user_1370	2020-03-11 10:05:09.702722
second_batch_149	RECOMMENDER	user_1371	Strongly agree	Strongly agree	45 - 54	Female	Caucasian	Associate Degree	Employed	Divorced	Conservative	Other	user_1372	2020-03-11 12:35:25.602777
second_batch_150	RECOMMENDER	user_1373	Agree	Agree	45 - 54	Male	Caucasian	High School/GED	Employed	Married	Liberal	Roman Catholic	user_1374	2020-03-11 17:02:35.967311
second_batch_151	RECOMMENDER	user_1375	Agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Unable to Work	Never been married	Liberal	Atheist	user_1376	2020-03-11 19:01:26.779155
second_batch_152	RECOMMENDER	user_1377	Agree	Agree	35 - 44	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Other	user_1378	2020-03-11 19:29:09.742916
second_batch_153	RECOMMENDER	user_1230	Strongly agree	Strongly agree	45 - 54	Female	Other	Associate Degree	Employed	Divorced	Moderate	Protestant	user_1379	2020-03-12 00:10:59.699923
second_batch_154	RECOMMENDER	user_1380	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1381	2020-03-12 06:06:20.042419
third_batch_0	RECOMMENDER	user_1382	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Conservative	Protestant	user_1383	2020-03-17 13:51:14.962726
third_batch_1	RECOMMENDER	user_1384	Agree	Agree	18 - 24	Male	Caucasian	No Degree	Employed	Never been married	Liberal	Roman Catholic	user_901	2020-03-17 14:17:46.834273
third_batch_2	RECOMMENDER	user_1385	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	High School/GED	University Student	Never been married	Liberal	Atheist	user_1386	2020-03-17 14:39:16.564444
third_batch_3	RECOMMENDER	user_1387	Strongly agree	Strongly agree	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Jewish	user_1388	2020-03-17 15:04:08.488504
third_batch_4	RECOMMENDER	user_1389	Strongly agree	Strongly agree	18 - 24	Male	Southeast Asian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_1390	2020-03-17 19:33:19.709748
third_batch_5	RECOMMENDER	user_1391	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Master	Employed	Married	Liberal	Other	user_1392	2020-03-17 21:31:04.834067
third_batch_6	RECOMMENDER	user_1393	Agree	Strongly agree	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Atheist	user_1394	2020-03-17 22:05:27.346171
third_batch_7	RECOMMENDER	user_1395	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Liberal	Atheist	user_1396	2020-03-18 08:26:56.648334
third_batch_8	RECOMMENDER	user_1397	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_1398	2020-03-18 08:48:04.894875
third_batch_9	RECOMMENDER	user_1399	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Master	Employed	Married	Conservative	Protestant	user_1400	2020-03-18 10:23:12.590415
third_batch_10	RECOMMENDER	user_1401	Strongly agree	Strongly agree	45 - 54	Female	Hispanic/Latino	Associate Degree	Employed	Married	Liberal	Roman Catholic	user_1402	2020-03-18 11:09:49.894305
third_batch_11	RECOMMENDER	user_1403	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Atheist	user_1404	2020-03-18 12:08:05.170611
third_batch_13	RECOMMENDER	user_1405	Disagree	Disagree	25 - 34	Female	Hispanic/Latino	Bachelor/4-year Degree	Homemaker	Married	Conservative	Protestant	user_1406	2020-03-18 13:56:52.190704
third_batch_14	RECOMMENDER	user_1407	Agree	Agree	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_1408	2020-03-18 14:28:11.768162
third_batch_15	RECOMMENDER	user_1409	Agree	Agree	18 - 24	Female	Caucasian	Master	Employed	Never been married	Liberal	Protestant	user_1410	2020-03-18 16:52:01.602576
third_batch_16	RECOMMENDER	user_1411	Strongly agree	Strongly agree	25 - 34	Male	South Asian	Master	Employed	Never been married	Moderate	Hindu	user_1412	2020-03-18 18:02:17.711472
third_batch_17	RECOMMENDER	user_1413	Strongly agree	Strongly agree	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Protestant	user_1414	2020-03-18 19:28:07.718704
third_batch_18	RECOMMENDER	user_1415	Strongly agree	Strongly agree	18 - 24	Female	African	Associate Degree	University Student	Never been married	Liberal	Muslim	user_1416	2020-03-18 20:16:06.045063
third_batch_19	RECOMMENDER	user_1417	Strongly agree	Strongly agree	18 - 24	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_1418	2020-03-18 20:52:42.853580
third_batch_20	RECOMMENDER	user_1419	Agree	Agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_1420	2020-03-19 07:07:39.043612
third_batch_21	RECOMMENDER	user_1421	Strongly agree	Strongly agree	25 - 34	Female	Other	Associate Degree	Homemaker	Never been married	Liberal	Other	user_1422	2020-03-19 09:01:49.738224
third_batch_22	RECOMMENDER	user_1423	Strongly agree	Strongly agree	35 - 44	Male	Caucasian	High School/GED	Homemaker	Married	Moderate	Roman Catholic	user_1424	2020-03-19 09:52:59.174697
third_batch_23	RECOMMENDER	user_1425	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1426	2020-03-19 09:56:10.743957
third_batch_24	RECOMMENDER	user_1427	Strongly agree	Agree	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Orthodox	user_1428	2020-03-19 10:05:32.526216
third_batch_25	RECOMMENDER	user_1425	Neither agree nor disagree	Neither agree nor disagree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1429	2020-03-19 10:34:40.524554
third_batch_26	RECOMMENDER	user_1430	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Vocational Training	Homemaker	Living with partner	Moderate	Other	user_1431	2020-03-12 12:23:19.865413
third_batch_27	RECOMMENDER	user_1432	Strongly agree	Strongly agree	55 - 74	Female	Caucasian	Associate Degree	Unable to Work	Widowed	Liberal	Other	user_1433	2020-03-12 14:48:13.014201
third_batch_28	RECOMMENDER	user_1434	Agree	Agree	35 - 44	Male	Caucasian	High School/GED	Employed	Married	Conservative	Other	user_1059	2020-03-12 15:02:06.337151
third_batch_29	RECOMMENDER	user_1346	Strongly agree	Strongly agree	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1435	2020-03-12 15:27:49.572822
third_batch_30	RECOMMENDER	user_1436	Agree	Agree	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_1437	2020-03-14 06:16:35.382321
