seeker_survey_id	role	seeker_id	case	reason	age_group	gender	race	degree	job	marital_status	political_view	religion	recommender_id	date
first_batch_768	SEEKER	user_1168	accept_others	The recommendation fell under a movie genre I enjoy watching so I was attracted to accept it. 	18 - 24	Female	Hispanic/Latino	Bachelor/4-year Degree	Unable to Work	Never been married	Moderate	Protestant	user_1167	2020-02-26 08:06:55.316765
first_batch_769	SEEKER	user_1170	accept_others	It is funny and it is Marvel!	25 - 34	Female	African	Associate Degree	Employed	Married	Moderate	Protestant	user_1169	2020-02-26 10:55:14.347557
first_batch_770	SEEKER	user_1172	accept_uninterested	The style of story telling the director incorporates into the film.	18 - 24	Male	Caucasian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Protestant	user_1171	2020-02-26 10:59:44.032079
first_batch_771	SEEKER	user_1173	accept_others	I love action movies.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_326	2020-02-26 11:16:32.164186
first_batch_772	SEEKER	user_1175	accept_others	Unfortunately the video does not play!	35 - 44	Male	Caucasian	Master	Employed	Never been married	Moderate	Orthodox	user_1174	2020-02-26 12:18:02.105221
first_batch_773	SEEKER	user_1177	accept_others	the video fits my movie preference	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_1176	2020-02-26 13:00:12.234111
second_batch_33	SEEKER	user_1179	accept_rating_good	the knowledge he displayed of different movies	25 - 34	Female	Hispanic/Latino	Associate Degree	Employed	Married	Moderate	Other	user_1178	2020-02-26 20:12:26.514810
second_batch_34	SEEKER	user_1181	accept_others	It seems really goofy! It isn't a serious love story because the main guy is a zombie, it just seems cute.	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Liberal	Other	user_1180	2020-02-26 21:54:01.429629
second_batch_35	SEEKER	user_1182	accept_rating_good	The movie is an update to an old sci-fi with Harrison Ford.	18 - 24	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1059	2020-02-27 08:03:13.445630
second_batch_36	SEEKER	user_1184	accept_rating_good	i really like how hes fighting himself through the movie!	18 - 24	Female	Hispanic/Latino	High School/GED	Employed	Living with partner	Moderate	Other	user_1183	2020-02-27 08:33:55.192661
second_batch_37	SEEKER	user_1186	accept_rating_good	It is a good action movie with high ratings	35 - 44	Male	East Asian	Associate Degree	Employed	Married	Moderate	Other	user_1185	2020-02-27 09:30:00.468689
second_batch_38	SEEKER	user_986	accept_uninterested	all the information given	35 - 44	Male	Hispanic/Latino	Associate Degree	Employed	Married	Moderate	Other	user_1187	2020-02-27 09:33:52.360061
second_batch_39	SEEKER	user_1189	accept_rating_good	Sounds like a fun entertaining flick with 3 incredibly talented actors!	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Other	user_1188	2020-02-27 10:01:11.947363
second_batch_40	SEEKER	user_1191	accept_uninterested	Sounded like a cute movie and i wanted to find out more about it	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_1190	2020-02-27 10:09:18.876559
second_batch_41	SEEKER	user_1193	accept_others	The similar concept to my initial recommendation.	18 - 24	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Protestant	user_1192	2020-02-27 11:35:47.925589
second_batch_42	SEEKER	user_1194	reject		45 - 54	Female	Caucasian	Associate Degree	Homemaker	Married	Moderate	Orthodox	user_1192	2020-02-27 12:13:01.277024
second_batch_43	SEEKER	user_1196	accept_rating_good	I like action movies, and I am intrigued by whatever Spectre is, and if it has something to do with Bond's past.	25 - 34	Other	Caucasian	Associate Degree	Employed	Married	Liberal	Protestant	user_1195	2020-02-27 13:07:33.374217
second_batch_44	SEEKER	user_1198	accept_rating_good	The computer graphics and art are spectacular. It has action, magic and comedy which I love.	35 - 44	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Never been married	Liberal	Other	user_1197	2020-02-27 14:37:56.514453
second_batch_45	SEEKER	user_1200	accept_rating_good	It was exactly what I was looking for. I have enjoyed horror movies my whole life. 	18 - 24	Female	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_1199	2020-02-27 14:47:01.594326
second_batch_46	SEEKER	user_1202	accept_rating_good	The person's way of recommending. The recommender seemed really eager and happy to recommend the movies he/she recommended, which prompted me to watch the video.	25 - 34	Male	South Asian	Bachelor/4-year Degree	University Student	Never been married	Moderate	Hindu	user_1201	2020-02-27 16:52:06.502892
second_batch_48	SEEKER	user_1204	accept_others	They mentioned it has similar actors and actresses to the previous film that I enjoyed.	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Moderate	Other	user_1203	2020-02-27 19:12:26.807138
second_batch_49	SEEKER	user_1206	accept_others	enthusiasm about the movie from the recommender	25 - 34	Female	East Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1205	2020-02-27 19:40:23.381048
second_batch_50	SEEKER	user_1208	accept_rating_good	I've heard good things about this movie from my friends.	Female	East Asian	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Never been married	Conservative	Other	Content	user_1207	2020-02-27 22:49:11.442711
second_batch_51	SEEKER	user_1210	accept_rating_mod	I was told it was a good action movie	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Atheist	user_1209	2020-02-27 23:35:43.961796
second_batch_52	SEEKER	user_1211	accept_others	it is a thriller similiar to inception	25 - 34	Male	South Asian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Hindu	user_1192	2020-02-28 01:31:57.420206
second_batch_53	SEEKER	user_1213	accept_rating_good	I've seen some of the Resident Evil series, but not the Final Chapter.  I believe the Recommender had a good sense of what I would like during our conversation, so I believe he/she made a good recommendation of what I would enjoy watching.	35 - 44	Female	Caucasian	Master	Employed	Never been married	Moderate	Other	user_1212	2020-02-28 04:44:58.685294
second_batch_54	SEEKER	user_1215	accept_rating_good	I like Jordan Peele.  I think he makes interesting movies.  They're sophisticated films with good story lines, interesting dialog, visually interesting cinematography and competent actors.  	55 - 74	Female	Caucasian	Master	Employed	Married	Liberal	Atheist	user_1214	2020-02-28 05:25:11.563313
second_batch_55	SEEKER	user_1214	accept_rating_good	Looks very suspenseful. Movie looks like it will keep me on my toes until the very end. 	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Living with partner	Moderate	Hindu	user_1216	2020-02-28 06:31:29.064149
second_batch_56	SEEKER	user_1218	accept_rating_good	It is a movie that I have seen before but liked VERY much!	25 - 34	Female	Caucasian	Master	Employed	Never been married	Liberal	Protestant	user_1217	2020-02-28 07:14:47.595589
second_batch_57	SEEKER	user_1220	accept_uninterested	It is a Steven Spielberg movie so I will watch it.	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Roman Catholic	user_1219	2020-02-28 09:47:17.604916
second_batch_58	SEEKER	user_1222	accept_rating_good	I like other related Marvel movies.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_1221	2020-02-28 22:43:03.652690
second_batch_59	SEEKER	user_1223	accept_uninterested	interesting	25 - 34	Male	African	Professional Postgraduate Degree (Medical, Law, etc)	Employed	Separated	Moderate	Mormon	user_1130	2020-02-29 01:32:16.301961
second_batch_60	SEEKER	user_1225	accept_rating_good	the realism, historical nature of the movie, the graphic depictions of the movie and suspense	45 - 54	Male	Caucasian	Master	Employed	Never been married	Conservative	Roman Catholic	user_1224	2020-02-29 11:37:25.754854
second_batch_61	SEEKER	user_1227	accept_rating_good	It's a good movie -- I've watched it before and really enjoyed it.	55 - 74	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Moderate	Protestant	user_1226	2020-02-29 13:26:55.926987
second_batch_62	SEEKER	user_1229	accept_others	I like anima and action movies	18 - 24	Male	South Asian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Buddhist	user_1228	2020-02-29 22:25:55.697948
second_batch_63	SEEKER	user_1231	accept_rating_good	What attracted me to accept the movie was the first movie which was SPLIT. The same character from that movie is in this movie a swell. The trailer it self looked very good defenitley will be watching the whole movie since it had an interesting topic of how the people in the mental asylum believe they are superheros.	18 - 24	Male	Caucasian	Associate Degree	University Student	Living with partner	Moderate	Other	user_1230	2020-03-01 04:05:43.370230
second_batch_64	SEEKER	user_1233	accept_rating_good	I saw Best Picture nominee 1917 and so this action film was kind of in my wheelhouse of what I watch. I liked the recommendation based on the description of both it being an action film but also a biopic/real-life story of sorts. Those are many of the movies I gravitate toward. It being readily available to watch now made it appealing too.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_1232	2020-03-01 08:58:41.299042
second_batch_65	SEEKER	user_1235	accept_rating_good	I wanted to watch it already.	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Moderate	Atheist	user_1234	2020-03-01 09:54:55.376029
second_batch_66	SEEKER	user_1237	accept_rating_good	That it's supposed to be scary.	25 - 34	Female	Caucasian	High School/GED	Homemaker	Never been married	Moderate	Other	user_1236	2020-03-01 11:32:16.907529
second_batch_67	SEEKER	user_1238	accept_others	My partner recommended it as a funny historical movie, and it looks well produced and enjoyable.	18 - 24	Female	Caucasian	High School/GED	University Student	Never been married	Liberal	Protestant	user_1112	2020-03-01 16:38:21.813524
second_batch_68	SEEKER	user_1112	accept_others	I liked the other movies in the series.	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Moderate	Protestant	user_1239	2020-03-01 17:13:39.455737
second_batch_69	SEEKER	user_1241	accept_others	Newer movie and genre that I like	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Homemaker	Married	Moderate	Roman Catholic	user_1240	2020-03-01 19:08:08.194768
second_batch_70	SEEKER	user_1243	accept_rating_good	it fit both my likes, drama and action	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Roman Catholic	user_1242	2020-03-02 15:14:30.333401
second_batch_71	SEEKER	user_1245	accept_others	I love Adam Sandlers and Drew Barrymore 	35 - 44	Female	Other	High School/GED	Employed	Divorced	Liberal	Buddhist	user_1244	2020-03-02 15:38:36.494599
second_batch_72	SEEKER	user_1247	accept_uninterested	im a sucker for romantic comedies.	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Married	Conservative	Other	user_1246	2020-03-02 16:04:03.659155
second_batch_74	SEEKER	user_1249	accept_rating_good	It talks about how Joker became the joker. The fact that his environment made him the way he is fascinates me.	25 - 34	Male	Other	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1248	2020-03-02 16:40:35.012813
second_batch_75	SEEKER	user_1251	accept_rating_good	comedy	18 - 24	Female	African	High School/GED	University Student	Never been married	Moderate	Muslim	user_1250	2020-03-02 17:49:52.078590
second_batch_77	SEEKER	user_1253	accept_rating_good	"trolls, it looks silly, seems like something i could sit down and watch with my nieces and nephew. and the music is great ""justin timberlake"" great artist"	25 - 34	Male	Caucasian	High School/GED	Homemaker	Never been married	Conservative	Other	user_1252	2020-03-03 05:47:31.173031
second_batch_78	SEEKER	user_1255	accept_others	It has things I am interested in	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1254	2020-03-03 15:10:03.546489
second_batch_79	SEEKER	user_1257	accept_others	I really like Will Smith and I'll watch pretty much any action movie that he's in. The trailer looks good!	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Jewish	user_1256	2020-03-04 18:59:49.680928
second_batch_80	SEEKER	user_1259	accept_rating_good	The person had asked about my previous movies that I enjoyed and found one that was related and I hadn't seen before.  This made it easy to pick as it was a sequel and had one of my favorite actors in it.  It was quite relevant to what I was looking for and one I hadn't given though to before now.	35 - 44	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1258	2020-03-04 19:32:05.253719
second_batch_81	SEEKER	user_1255	accept_rating_good	It's a good movie and really funny and has good music!	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1260	2020-03-04 19:40:37.475900
second_batch_82	SEEKER	user_1262	accept_rating_good	I like  romcoms and wedding movies witha family element can be so heart warming. I wasn't sure if I had seen this movie but im familiar with the tradition of  jumping the broom. 	35 - 44	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Protestant	user_1261	2020-03-04 21:22:44.015526
second_batch_83	SEEKER	user_1245	accept_others	It looks funny and i haven't seen it. 	35 - 44	Female	Other	Vocational Training	Employed	Divorced	Liberal	Buddhist	user_1263	2020-03-05 07:28:58.502102
second_batch_84	SEEKER	user_1265	accept_rating_good	They said they liked the movie so it makes me want to check it out.	18 - 24	Female	Other	Bachelor/4-year Degree	Employed	Never been married	Moderate	Roman Catholic	user_1264	2020-03-05 07:58:42.204004
second_batch_85	SEEKER	user_1267	accept_uninterested	i like that so 	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Roman Catholic	user_1266	2020-03-05 07:59:52.336222
second_batch_86	SEEKER	user_1269	accept_others	I like that it is scary. Involves real people and real scenarios, instead of supernatural things. 	25 - 34	Female	African	Bachelor/4-year Degree	Employed	Never been married	Liberal	Muslim	user_1268	2020-03-05 08:36:41.933330
second_batch_87	SEEKER	user_402	accept_others	The movie sounds very interesting!	45 - 54	Female	African	Associate Degree	Employed	Living with partner	Moderate	Atheist	user_1270	2020-03-05 09:37:39.443896
second_batch_88	SEEKER	user_1272	accept_others	The other person seemed to know one of the main actress well, that made me think it might be a good movie to watch. 	25 - 34	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_1271	2020-03-05 10:23:04.075018
second_batch_89	SEEKER	user_377	accept_uninterested	I've never seen it	18 - 24	Male	Hispanic/Latino	No Degree	Non-university student	Never been married	Moderate	Roman Catholic	user_1273	2020-03-05 10:26:06.833993
second_batch_90	SEEKER	user_1274	accept_uninterested	Because I have read about the Trailer recommended	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Married	Conservative	Roman Catholic	user_502	2020-03-05 11:03:11.673702
second_batch_91	SEEKER	user_1276	accept_rating_good	Looks like the previous films in the series, which I enjoyed.	35 - 44	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Buddhist	user_1275	2020-03-05 11:30:07.436357
second_batch_92	SEEKER	user_1159	accept_rating_good	"The description of the horror movie having ""creative gore"" instead of just gross gore convinced me to watch Saw II before any other movie."	55 - 74	Female	Caucasian	Associate Degree	Employed	Never been married	Conservative	Atheist	user_1277	2020-03-05 14:41:47.013627
second_batch_93	SEEKER	user_1279	accept_others	I have seen other movies by that director and enjoyed them	25 - 34	Other	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Liberal	Other	user_1278	2020-03-05 17:09:16.606245
second_batch_94	SEEKER	user_1281	accept_rating_good	What attracted me was first Chris Evans of course. However I myself am i huge fan of mystery movies. This looks like the perfect one , a perfect combination of comedy and mystery. 	25 - 34	Female	Hispanic/Latino	Associate Degree	University Student	Never been married	Liberal	Roman Catholic	user_1280	2020-03-05 19:47:45.726821
second_batch_95	SEEKER	user_1283	accept_others	based on recomendations 	25 - 34	Female	African	High School/GED	Employed	Never been married	Liberal	Protestant	user_1282	2020-03-05 21:53:00.269478
second_batch_96	SEEKER	user_1285	accept_rating_good	I really liked Endgame, so I am excited to watch a movie similar to that.	35 - 44	Male	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1284	2020-03-06 06:26:28.580240
second_batch_97	SEEKER	user_1287	accept_rating_good	I love mutants, and i love dark, like batman. This looks amazing.	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Conservative	Roman Catholic	user_1286	2020-03-06 06:27:58.538584
second_batch_98	SEEKER	user_1289	accept_others	the person knew a movie i liked	35 - 44	Male	Caucasian	High School/GED	Unable to Work	Never been married	Conservative	Protestant	user_1288	2020-03-06 06:48:09.988260
second_batch_100	SEEKER	user_1291	accept_rating_good	IT SOUNDS LIKE A GOOD FAMILY MOVIE.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Non-university student	Married	Conservative	Protestant	user_1290	2020-03-06 07:20:07.191780
second_batch_99	SEEKER	user_1293	accept_others	It was a movie I haven't seen in a series that I really enjoy.	45 - 54	Male	Caucasian	High School/GED	Employed	Living with partner	Conservative	Protestant	user_1292	2020-03-06 07:17:09.245293
second_batch_101	SEEKER	user_1295	accept_rating_good	The original move is one of my favorites	35 - 44	Female	Caucasian	High School/GED	Employed	Divorced	Moderate	Protestant	user_1294	2020-03-06 07:29:07.683690
second_batch_102	SEEKER	user_1296	accept_rating_mod	I like horror movies that are heavy on the comedy.	35 - 44	Male	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Liberal	Atheist	user_1290	2020-03-06 07:53:27.008346
second_batch_103	SEEKER	user_1298	accept_rating_good	Matt Damon. The movie plot sounds like itll be interesting.	25 - 34	Male	Hispanic/Latino	Associate Degree	Employed	Never been married	Moderate	Other	user_1297	2020-03-06 10:39:04.730918
second_batch_104	SEEKER	user_1300	accept_rating_good	I was attracted to accept the recommended video because this person really knew there stuff and i think baised their recommdation off of that i am a avid comic book collector.	35 - 44	Male	Caucasian	Vocational Training	Employed	Never been married	Conservative	Protestant	user_1299	2020-03-06 13:03:50.627270
second_batch_105	SEEKER	user_1302	accept_uninterested	It sounds interesting and similar to Lord of the Rings 	18 - 24	Male	Caucasian	High School/GED	Employed	Never been married	Liberal	Other	user_1301	2020-03-06 13:10:14.820239
second_batch_106	SEEKER	user_1304	accept_rating_good	The recommendation was something that I hadn't already seen, and was definitely the action/adventure genre that I'd requested.	35 - 44	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Other	user_1303	2020-03-06 16:21:46.823301
second_batch_107	SEEKER	user_1305	accept_rating_good	the action	25 - 34	Female	Hispanic/Latino	High School/GED	Employed	Never been married	Moderate	Roman Catholic	user_1303	2020-03-06 16:35:51.195773
second_batch_108	SEEKER	user_1307	accept_rating_good	I love all the historical movies. This one has gotten good ratings and I would like to see it. 	55 - 74	Female	Caucasian	Associate Degree	Retired	Married	Moderate	Protestant	user_1306	2020-03-06 17:04:57.066839
second_batch_109	SEEKER	user_901	accept_rating_good	It is a comedy film with women.	35 - 44	Female	Caucasian	Master	Employed	Never been married	Liberal	Atheist	user_1277	2020-03-06 17:22:27.985191
second_batch_110	SEEKER	user_1308	accept_uninterested	I like getting recommendations.  It is a movie I never heard of.	35 - 44	Female	Caucasian	High School/GED	Employed	Living with partner	Conservative	Protestant	user_1256	2020-03-06 20:44:06.211549
second_batch_111	SEEKER	user_1310	accept_others	This movie is one of my top favorite horror movies. It kept me on the edge of my seat the entire time and it was just amazing in every way. The acting in the movie was superb and couldn't ask for a better ending. 	25 - 34	Female	South Asian	Associate Degree	Employed	Living with partner	Moderate	Other	user_1309	2020-03-07 05:15:22.227552
second_batch_112	SEEKER	user_1312	accept_others	I like the actors that were recommended. 	35 - 44	Female	Caucasian	Master	Employed	Married	Conservative	Roman Catholic	user_1311	2020-03-07 06:53:08.757515
second_batch_114	SEEKER	user_1314	accept_rating_mod	I like comic book series and action movies.	25 - 34	Female	African	Master	Employed	Never been married	Moderate	Protestant	user_1313	2020-03-07 09:24:03.305641
second_batch_115	SEEKER	user_1315	accept_others	I did not accept the recommendation. I took my own choice.	25 - 34	Female	Other	High School/GED	Employed	Never been married	Liberal	Atheist	user_1303	2020-03-07 13:52:08.045183
second_batch_116	SEEKER	user_1316	accept_rating_good	I am attracted to the idea that voice of the stone is not so far outside of the normal realm of life. it is very realistic and gut clenching. 	25 - 34	Female	Caucasian	High School/GED	Employed	Divorced	Liberal	Protestant	user_1280	2020-03-07 14:16:43.142157
second_batch_117	SEEKER	user_1318	accept_rating_good	I am a fan of the Marvel franchise, especially Thor movies. It is action packed, exciting, funny, and the actors aren't bad to look at either.	18 - 24	Female	Caucasian	Associate Degree	University Student	Never been married	Moderate	Protestant	user_1317	2020-03-07 15:46:46.942928
second_batch_118	SEEKER	user_1319	accept_others	The other respondent was great with figuring out what specific movie's I like to watch down to the T! Great Thank you!!!	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Protestant	user_1285	2020-03-08 12:08:27.241116
second_batch_119	SEEKER	user_1321	accept_uninterested	I like the actor in it	55 - 74	Female	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_1320	2020-03-08 12:28:11.630804
second_batch_120	SEEKER	user_1322	accept_others	I believe the person gave a good recommendation	45 - 54	Female	Caucasian	No Degree	Employed	Married	Moderate	Other	user_1303	2020-03-08 13:52:35.661020
second_batch_121	SEEKER	user_1105	accept_uninterested	The brief description.	25 - 34	Male	Hispanic/Latino	Master	University Student	Never been married	Liberal	Atheist	user_1323	2020-03-08 16:15:52.246746
second_batch_122	SEEKER	user_1325	accept_uninterested	the recommender seems to have ok taste in movies, even though it does not look to be sci fi	25 - 34	Male	Caucasian	Associate Degree	Employed	Never been married	Moderate	Atheist	user_1324	2020-03-08 16:47:06.739596
second_batch_123	SEEKER	user_1327	accept_rating_good	The movie is a thriller, fulled with drama and suspense	35 - 44	Female	African	Associate Degree	Employed	Married	Moderate	Muslim	user_1326	2020-03-08 17:20:07.979477
second_batch_124	SEEKER	user_1329	accept_rating_good	I think the person listened to me and it was a good fit. It was exactly what I was looking for. 	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Married	Liberal	Protestant	user_1328	2020-03-08 18:50:30.523429
second_batch_125	SEEKER	user_1331	accept_rating_good	The title, the actress mentioned and the mpaa rating.	45 - 54	Male	African	Associate Degree	Employed	Widowed	Liberal	Protestant	user_1330	2020-03-08 19:53:26.212996
second_batch_126	SEEKER	user_1333	accept_rating_mod	According to the reviewer, its got good cinematography (like Edgar Wright), and is a drama/ thriller that will have me at the edge of my seat.	18 - 24	Male	Caucasian	High School/GED	University Student	Never been married	Liberal	Other	user_1332	2020-03-08 21:45:14.151640
second_batch_127	SEEKER	user_1335	accept_rating_good	It's what I like. I was reminded I wanted to see it. And the other person seemed to know exactly what to suggest.	25 - 34	Female	Caucasian	High School/GED	Homemaker	Divorced	Moderate	Atheist	user_1334	2020-03-09 00:18:28.105016
second_batch_128	SEEKER	user_1337	accept_others	it was a good movie	45 - 54	Male	East Asian	Bachelor/4-year Degree	Employed	Married	Moderate	Other	user_1336	2020-03-09 01:15:27.829484
second_batch_129	SEEKER	user_1040	accept_rating_good	its funny	35 - 44	Male	Caucasian	High School/GED	Employed	Married	Conservative	Protestant	user_1338	2020-03-09 07:19:52.600964
second_batch_130	SEEKER	user_609	accept_rating_good	I'm actually a really big fan of more 'adult oriented' comedies so things like this appeal to me. I also love animation.	25 - 34	Male	Caucasian	High School/GED	Employed	Married	Moderate	Protestant	user_1339	2020-03-09 09:05:24.479895
second_batch_131	SEEKER	user_1341	accept_rating_good	I accepted the video because I like highly  action packed films. After watching DC based movie, this was a great recommendation. 	35 - 44	Female	Caucasian	High School/GED	Homemaker	Married	Moderate	Protestant	user_1340	2020-03-09 10:22:23.016845
second_batch_132	SEEKER	user_1343	accept_others	It is a different take on horror and I enjoy a good horror movie. I hope it actually is scary.	25 - 34	Female	Hispanic/Latino	High School/GED	University Student	Never been married	Conservative	Atheist	user_1342	2020-03-09 10:28:05.828222
second_batch_133	SEEKER	user_1345	accept_others	the actress and actors who play in the movie	18 - 24	Female	Other	Bachelor/4-year Degree	University Student	Never been married	Moderate	Roman Catholic	user_1344	2020-03-09 12:07:34.640463
second_batch_134	SEEKER	user_93	accept_rating_good	The movie bridge of spies seems perfect for my taste.  	25 - 34	Male	African	High School/GED	University Student	Never been married	Liberal	Protestant	user_1303	2020-03-09 14:18:37.206259
second_batch_135	SEEKER	user_1347	accept_rating_good	I have already watched it and I love this movie.	35 - 44	Female	Caucasian	High School/GED	Employed	Married	Conservative	Atheist	user_1346	2020-03-09 15:05:24.052460
second_batch_136	SEEKER	user_1349	accept_rating_good	The way that my partner talked about how much they enjoyed the series made me want to watch it myself.	18 - 24	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Protestant	user_1348	2020-03-09 15:09:24.075160
second_batch_137	SEEKER	user_1351	accept_others	it has great scenery and looks like a really cool adventure movie!	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Moderate	Other	user_1350	2020-03-09 15:50:22.308769
second_batch_138	SEEKER	user_1353	accept_rating_good	Jumanji: Welcome to the Jungle	25 - 34	Male	African	Bachelor/4-year Degree	Employed	Never been married	Conservative	Protestant	user_1352	2020-03-09 16:54:18.459721
second_batch_139	SEEKER	user_1355	accept_rating_good	The idea of a monster terrorizing a town sounds really cool.	35 - 44	Male	Caucasian	Vocational Training	Employed	Living with partner	Liberal	Other	user_1354	2020-03-09 18:26:59.589892
second_batch_140	SEEKER	user_1303	accept_rating_good	The description that the other person told me about the movie and the actor in it.	25 - 34	Male	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Conservative	Atheist	user_1356	2020-03-09 19:07:22.104868
second_batch_141	SEEKER	user_1358	accept_rating_good	I’d like to see the movie and I think it was a good recommendation comparing the 1992 film to the up and coming 2020 release of Candyman.	35 - 44	Male	Caucasian	Associate Degree	Employed	Never been married	Liberal	Other	user_1357	2020-03-10 03:42:42.193000
second_batch_142	SEEKER	user_452	accept_rating_good	I seen the first Guardians of the Galaxy movie, but I never got to watch the second one.  	45 - 54	Female	Caucasian	High School/GED	Employed	Living with partner	Liberal	Roman Catholic	user_1285	2020-03-10 08:47:39.669187
second_batch_143	SEEKER	user_1360	accept_others	that the recommendation was spot on	25 - 34	Male	Caucasian	High School/GED	Homemaker	Never been married	Conservative	Roman Catholic	user_1359	2020-03-10 11:54:02.262350
second_batch_144	SEEKER	user_1362	accept_rating_good	It is a movie genre that I throughly enjoy 	18 - 24	Female	Caucasian	High School/GED	Homemaker	Living with partner	Conservative	Other	user_1361	2020-03-10 17:48:58.715958
second_batch_146	SEEKER	user_1364	accept_rating_good	this movie is good	25 - 34	Male	African	Master	Employed	Never been married	Conservative	Atheist	user_1363	2020-03-11 00:17:13.638918
second_batch_147	SEEKER	user_1366	accept_rating_good	It looks like a movie that I would actually watch. It has a style that appears amateur, and seems to have a close feel to the character settings. The plotline seems to be about strange events from a comet, so I'm not sure if it will have a very logical plot, but it could be interesting depending on how well it is written.	25 - 34	Male	Caucasian	High School/GED	Employed	Never been married	Moderate	Other	user_1365	2020-03-11 08:03:46.076727
second_batch_148	SEEKER	user_1368	accept_others	I had not seen 50 First Dates and it sounded like a good cast.	25 - 34	Female	Caucasian	Bachelor/4-year Degree	Employed	Never been married	Liberal	Roman Catholic	user_1367	2020-03-11 10:00:52.493256
second_batch_149	SEEKER	user_1370	accept_rating_good	It is a comedy and for the complete family without violence.	45 - 54	Female	Hispanic/Latino	Bachelor/4-year Degree	Employed	Married	Liberal	Roman Catholic	user_1369	2020-03-11 10:09:16.185700
second_batch_150	SEEKER	user_1372	accept_uninterested	the historical values of the movie, and the importance of the subject 	18 - 24	Male	Caucasian	Bachelor/4-year Degree	Employed	Living with partner	Moderate	Atheist	user_1371	2020-03-11 12:38:17.587290
second_batch_151	SEEKER	user_1374	accept_others	sounds funny and a distraction	45 - 54	Female	Caucasian	Bachelor/4-year Degree	Employed	Divorced	Liberal	Roman Catholic	user_1373	2020-03-11 17:06:19.535150
second_batch_152	SEEKER	user_1376	accept_rating_good	It is very interesting a house of real wax figurines	45 - 54	Female	African	Associate Degree	Employed	Separated	Moderate	Protestant	user_1375	2020-03-11 19:10:21.549030
second_batch_153	SEEKER	user_1378	accept_others	The recommended movie seems to meet the criteria I set within the parameters of the inquiry. It was also highly recommended by my conversation partner. 	35 - 44	Female	Caucasian	Associate Degree	Homemaker	Married	Moderate	Protestant	user_1377	2020-03-11 19:31:43.482065
